2012,145.0,161.0,168.0,171.0
2010,187.0,142.0,133.0,163.0
2005,181.0,148.0,165.0,179.0
2003,166.0,177.0,170.0,163.0
2004,142.0,167.0,183.0,169.0
2013,150.0,146.0,162.0,183.0
2007,158.0,161.0,174.0,167.0
2009,145.0,139.0,171.0,157.0
2014,161.0,154.0,160.0,163.0
2011,158.0,167.0,171.0,140.0
2008,139.0,153.0,162.0,172.0
2015,148.0,165.0,158.0,158.0
2017,146.0,154.0,151.0,169.0
2006,144.0,174.0,158.0,163.0
2016,145.0,148.0,167.0,157.0
